Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,Owner Name,Owner Percent,Holding Company,Holding Company Percent,Regulatory Status,Linked Generator ID_1,Linked Generator ID_2,Linked Generator ID_3,Linked Generator ID_4,Linked Generator ID_5,Linked Generator ID_6
Zenith Solar,64768_G_TC001,64768,G,TC001,,Solar PV,,PJM_Dom,Virginia,51,Pittsylvania,143,51143,60.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Zenith Solar, LLC",100.0,"Zenith Solar, LLC",100.0,Non-regulated,,,,,,
"Bedington Energy Facility, LLC",64848_G_BEF1,64848,G,BEF1,,Solar PV,,PJM_AP,West Virginia,54,Berkeley,3,54003,50.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Bedington Energy Facility, LLC",100.0,"Bedington Energy Facility, LLC",100.0,Non-regulated,,,,,,
North Wales Diesel,64983_G_GEN1,64983,G,GEN1,,Combustion Turbine,IC Engine,PJM_EMAC,Pennsylvania,42,Montgomery,91,42091,1.5,9905,2010,2025,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,North Wales Diesel,100.0,North Wales Diesel,100.0,Non-regulated,,,,,,
North Wales Diesel,64983_G_GEN2,64983,G,GEN2,,Combustion Turbine,IC Engine,PJM_EMAC,Pennsylvania,42,Montgomery,91,42091,1.5,9905,2010,2025,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,North Wales Diesel,100.0,North Wales Diesel,100.0,Non-regulated,,,,,,
North Wales Diesel,64983_G_GEN3,64983,G,GEN3,,Combustion Turbine,IC Engine,PJM_EMAC,Pennsylvania,42,Montgomery,91,42091,1.5,9905,2010,2025,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,North Wales Diesel,100.0,North Wales Diesel,100.0,Non-regulated,,,,,,
North Wales Diesel,64983_G_GEN4,64983,G,GEN4,,Combustion Turbine,IC Engine,PJM_EMAC,Pennsylvania,42,Montgomery,91,42091,1.5,9905,2010,2025,,,N,Distillate Fuel Oil,,,,,,,,,,,,,,1.64976,1.64976,1.64976,1.64976,,,,,,,,,,,,North Wales Diesel,100.0,North Wales Diesel,100.0,Non-regulated,,,,,,
Dulles Solar and Storage,65043_G_DUST,65043,G,DUST,,Energy Storage,,PJM_Dom,Virginia,51,Loudoun,107,51107,50.0,0,2024,2024,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Dominion Energy Inc.,100.0,Dominion Energy Inc.,100.0,Regulated,,,,,,
Millstone Solar One,65064_G_VCP03,65064,G,VCP03,,Solar PV,,PJM_EMAC,New Jersey,34,Monmouth,25,34025,2.8,0,2023,2023,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Millstone Solar One, LLC",100.0,"Millstone Solar One, LLC",100.0,Non-regulated,,,,,,
Cottontail Solar 3,65078_G_PACT3,65078,G,PACT3,,Solar PV,,PJM_WMAC,Pennsylvania,42,Montour,93,42093,20.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Cottontail Solar 3, LLC",100.0,"Cottontail Solar 3, LLC",100.0,Non-regulated,,,,,,
"Deer Wood Energy, LLC",65144_G_ENX11,65144,G,ENX11,,Solar PV,,PJM_Dom,Virginia,51,Buckingham,29,51029,50.0,0,2025,2025,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Deer Wood Energy, LLC",100.0,"Deer Wood Energy, LLC",100.0,Non-regulated,,,,,,
"Deer Wood Storage, LLC",65145_G_ENX12,65145,G,ENX12,,Energy Storage,,PJM_Dom,Virginia,51,Buckingham,29,51029,30.0,0,2025,2025,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Deer Wood Storage, LLC",100.0,"Deer Wood Storage, LLC",100.0,Non-regulated,,,,,,
Deptford Solar One,65147_G_VCP01,65147,G,VCP01,,Solar PV,,PJM_EMAC,New Jersey,34,Gloucester,15,34015,3.0,0,2023,2023,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Deptford Solar One, LLC",100.0,"Deptford Solar One, LLC",100.0,Non-regulated,,,,,,
Caden Energix Piney River LLC,65286_G_ENX18,65286,G,ENX18,,Solar PV,,PJM_Dom,Virginia,51,Amherst,9,51009,50.0,0,2025,2025,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Caden Energix Piney River LLC,100.0,Caden Energix Piney River LLC,100.0,Non-regulated,,,,,,
Steward Creek Solar Phase 1,65301_G_SC1,65301,G,SC1,,Solar PV,,PJM_COMD,Illinois,17,Lee,103,17103,600.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Steward Creek Solar, LLC",100.0,"Steward Creek Solar, LLC",100.0,Non-regulated,,,,,,
Salt City Solar Project - Hybrid,65302_G_BESS,65302,G,BESS,,Energy Storage,,PJM_West,Ohio,39,Ross,141,39141,1.0,0,2024,2024,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Salt City Solar LLC,100.0,Salt City Solar LLC,100.0,Non-regulated,,,,,,
ENGIE Solidago Solar Project - Hybrid,65304_G_BESS,65304,G,BESS,,Energy Storage,,PJM_EMAC,Delaware,10,New Castle,3,10003,12.5,0,2024,2024,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,ENGIE Solidago Solar LLC,100.0,ENGIE Solidago Solar LLC,100.0,Non-regulated,,,,,,
Powells Creek Solar - Hybrid,65305_G_BESS,65305,G,BESS,,Energy Storage,,PJM_Dom,Virginia,51,Halifax,83,51083,1.0,0,2024,2024,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Powells Creek Farm Solar, LLC",100.0,"Powells Creek Farm Solar, LLC",100.0,Non-regulated,,,,,,
Sunnybrook Solar Project - Hybrid,65307_G_SUNB,65307,G,SUNB,,Energy Storage,,PJM_Dom,Virginia,51,Halifax,83,51083,1.0,0,2024,2024,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Sunnybrook Farm Solar, LLC",100.0,"Sunnybrook Farm Solar, LLC",100.0,Non-regulated,,,,,,
Shenvalee Solar,65312_G_SV,65312,G,SV,,Solar PV,,PJM_Dom,Virginia,51,Augusta,15,51015,3.0,0,2025,2025,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Shenvalee Solar, LLC",100.0,"Shenvalee Solar, LLC",100.0,Non-regulated,,,,,,
Elm Spring Solar 1,65313_G_ES,65313,G,ES,,Solar PV,,PJM_Dom,Virginia,51,Augusta,15,51015,3.0,0,2023,2023,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Elm Spring Solar 1, LLC",100.0,"Elm Spring Solar 1, LLC",100.0,Non-regulated,,,,,,
Klees Mill CSG,65356_G_KLEES,65356,G,KLEES,,Solar PV,,PJM_SMAC,Maryland,24,Carroll,13,24013,2.8,0,2023,2023,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Standard Solar,100.0,Standard Solar,100.0,Non-regulated,,,,,,
Skipjack Wind Farm Phase 2,65388_G_SJW02,65388,G,SJW02,,Offshore Wind,,PJM_EMAC,Maryland,24,Worcester,47,24047,846.0,0,2026,2026,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Skipjack Offshore Energy, LLC",100.0,"Skipjack Offshore Energy, LLC",100.0,Non-regulated,,,,,,
Kingwood Solar,65425_G_KWOOD,65425,G,KWOOD,,Solar PV,,PJM_West,Ohio,39,Greene,57,39057,175.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Vesper Energy Development LLC,100.0,Vesper Energy Development LLC,100.0,Non-regulated,,,,,,
Axton Solar,65462_G_AXTON,65462,G,AXTON,,Solar PV,,PJM_West,Virginia,51,Henry,89,51089,200.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Vesper Energy Development LLC,100.0,Vesper Energy Development LLC,100.0,Non-regulated,,,,,,
Rose Gold Solar,65471_G_RGS01,65471,G,RGS01,,Solar PV,,PJM_West,Indiana,18,Jay,75,18075,150.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Leeward Asset Management, LLC",100.0,"Leeward Asset Management, LLC",100.0,Non-regulated,,,,,,
Rose Gold Solar,65471_G_RGS23,65471,G,RGS23,,Solar PV,,PJM_West,Indiana,18,Jay,75,18075,100.0,0,2027,2027,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Leeward Asset Management, LLC",100.0,"Leeward Asset Management, LLC",100.0,Non-regulated,,,,,,
Hecate Energy Pulaski 1,65665_G_HEPU1,65665,G,HEPU1,,Solar PV,,PJM_West,Virginia,51,Pulaski,155,51155,150.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,AES Clean Energy,100.0,AES Clean Energy,100.0,Non-regulated,,,,,,
"Springwater Solar, LLC",65900_G_SPRIN,65900,G,SPRIN,,Solar PV,,PJM_ATSI,Ohio,39,Madison,97,39097,155.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Springwater Solar, LLC",100.0,"Springwater Solar, LLC",100.0,Non-regulated,,,,,,
White Trillium Solar,65904_G_OHWT1,65904,G,OHWT1,,Solar PV,,PJM_West,Ohio,39,Van Wert,161,39161,49.5,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"White Trillium Solar, LLC",100.0,"White Trillium Solar, LLC",100.0,Non-regulated,,,,,,
Redbud Run Solar,65930_G_10,65930,G,10,,Solar PV,,PJM_AP,Virginia,51,Frederick,69,51069,30.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Dominion Renewable Energy,100.0,Dominion Renewable Energy,100.0,Regulated,,,,,,
Birch Solar,66054_G_OHBI1,66054,G,OHBI1,,Solar PV,,PJM_West,Ohio,39,Allen,3,39003,300.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Birch Solar 1, LLC",100.0,"Birch Solar 1, LLC",100.0,Non-regulated,,,,,,
Cottontail Solar 7,66060_G_PACS7,66060,G,PACS7,,Solar PV,,PJM_WMAC,Pennsylvania,42,Columbia,37,42037,21.1,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Cottontail Solar 7, LLC",100.0,"Cottontail Solar 7, LLC",100.0,Non-regulated,,,,,,
"Switchgrass Solar, LLC",66124_G_SSPV,66124,G,SSPV,,Solar PV,,PJM_Dom,Virginia,51,Suffolk City,800,51800,70.0,0,2023,2023,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Consolidated Edison Development Inc.,100.0,Consolidated Edison Development Inc.,100.0,Non-regulated,,,,,,
Cottontail Solar 9,66130_G_PACT9,66130,G,PACT9,,Solar PV,,PJM_WMAC,Pennsylvania,42,Columbia,37,42037,20.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Cottontail Solar 9, LLC",100.0,"Cottontail Solar 9, LLC",100.0,Non-regulated,,,,,,
Snowdrop Solar,66139_G_PASD1,66139,G,PASD1,,Solar PV,,PJM_ATSI,Pennsylvania,42,Crawford,39,42039,20.0,0,2024,2024,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Snowdrop Solar, LLC",100.0,"Snowdrop Solar, LLC",100.0,Non-regulated,,,,,,
Sycamore Trail Solar,66196_G_PAST1,66196,G,PAST1,,Solar PV,,PJM_ATSI,Pennsylvania,42,Crawford,39,42039,20.0,0,2025,2025,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,"Sycamore Trail Solar, LLC",100.0,"Sycamore Trail Solar, LLC",100.0,Non-regulated,,,,,,
West Station (NJ),6776_G_1,6776,G,1,2909.0,Combustion Turbine,,PJM_EMAC,New Jersey,34,Cumberland,11,34011,22.9,16148,1972,2022,,,N,Distillate Fuel Oil,,,,H2O,SCR,,,,,,,,2.1,0.51545,0.17371,0.51545,0.17371,,,,,,,,,,,,City of Vineland - (NJ),100.0,City of Vineland - (NJ),100.0,Regulated,,,,,,
1515 S Caron Road,7770_G_GT1,7770,G,GT1,,Combustion Turbine,,PJM_COMD,Illinois,17,Ogle,141,17141,3.0,11112,2000,2022,,,N,Natural Gas,,,,,,,,,,,,,1.0,0.16383,0.16383,0.16383,0.16383,,,,,,,,,,,,Rochelle Municipal Utilities,100.0,Rochelle Municipal Utilities,100.0,Regulated,,,,,,
Arcanum Peaking,7781_G_1,7781,G,1,,Combustion Turbine,IC Engine,PJM_West,Ohio,39,Darke,37,39037,1.8,10745,1999,2022,,,N,Distillate Fuel Oil,,,,,,,,,,,,,0.5,3.09285,3.09285,3.09285,3.09285,,,,,,,,,,,,"American Mun Power-Ohio, Inc",100.0,"American Mun Power-Ohio, Inc",100.0,Regulated,,,,,,
Morgantown Energy Facility,10743_G_GEN1,10743,G,GEN1,,Coal Steam,,PJM_AP,West Virginia,54,Monongalia,61,54061,0.0,10092,1991,9999,FBC,dry,Y,"Bituminous, Waste Coal",Reagent Injection,1992.0,0.946,CF,SNCR,,2016.0,B,,,,,0.4,0.34945,0.17472,0.34945,0.17472,0.01,0.01,0.01,0.98,Yes,1992.0,,,,,,Morgantown Energy Associates,100.0,Morgantown Energy Associates,100.0,Non-regulated,,,,,,
